mode,load,0_densenet169-2,1_mobilenet_v2-8,2_resnet34-8
mps-uncap,0.8,12.930500507354736,3.278586864471435,4.705824851989746
mps-uncap,0.9,13.63830327987671,3.2253146171569824,4.448413848876953
mps-uncap,1.0,12.296605110168459,3.2300949096679688,4.7580671310424805
mps-uncap,0.5,17.400178909301754,5.28132200241089,5.234651565551756
mps-uncap,0.6,16.42096281051635,4.504060745239267,4.829168319702148
mps-uncap,0.7,13.769245147705078,3.721179962158202,4.747867584228516
mps-uncap,0.1,25.089683532714844,6.677246093749998,5.738053321838379
mps-uncap,0.2,24.801683425903306,6.4664411544799805,6.111259460449205
mps-uncap,0.3,18.904168605804447,6.290750503540039,5.603947639465332
mps-uncap,0.4,18.283445835113522,5.66192626953125,5.453042984008788
