mode,load,0_densenet169-2,1_mobilenet_v2-8,2_resnet34-8
mps-uncap,0.8,45.569705963134766,10.680913925170898,13.823390007019055
mps-uncap,0.9,88.26773166656494,17.961978912353516,19.05241012573242
mps-uncap,1.0,320.88751792907715,79.79083061218262,69.2044258117676
mps-uncap,0.5,25.07805824279785,8.997464179992678,9.250354766845703
mps-uncap,0.6,29.388904571533203,7.695913314819336,9.97438430786133
mps-uncap,0.7,38.4671688079834,7.884073257446288,10.805654525756838
mps-uncap,0.1,25.165224075317383,7.637500762939453,5.60898780822754
mps-uncap,0.2,27.755022048950195,10.532426834106447,7.667875289916992
mps-uncap,0.3,27.084279060363766,10.864496231079102,8.752679824829102
mps-uncap,0.4,24.120044708251953,9.77787971496582,9.03916358947754
