mode,load,0_resnet18-4,1_squeezenet1_0-8,2_vgg16-32
mps-uncap,0.8,22.960662841796875,22.926807403564453,27.48250961303711
mps-uncap,0.9,23.35214614868164,22.66979217529297,27.4808406829834
mps-uncap,1.0,22.57513999938965,22.624731063842773,26.92556381225586
mps-uncap,0.5,21.42620086669922,21.85797691345215,26.20100975036621
mps-uncap,0.6,23.1173038482666,21.393299102783203,26.67713165283203
mps-uncap,0.7,21.25859260559082,23.10919761657715,26.73482894897461
mps-uncap,0.1,25.789499282836914,23.700952529907227,31.505346298217773
mps-uncap,0.2,19.8974609375,21.228313446044922,27.955055236816406
mps-uncap,0.3,19.90652084350586,20.98870277404785,27.27961540222168
mps-uncap,0.4,19.96469497680664,21.412134170532227,25.751352310180664
