mode,load,0_efficientnet_b5-32,1_squeezenet1_0-16,2_vgg11-32
mps-uncap,0.8,30.005931854248047,3.2835006713867188,10.809898376464844
mps-uncap,0.9,34.824371337890625,3.4101009368896484,11.197566986083984
mps-uncap,1.0,86.17138862609863,3.6847591400146484,11.904239654541016
mps-uncap,0.5,29.639005661010742,3.259897232055664,10.799646377563477
mps-uncap,0.6,29.6633243560791,3.1309127807617188,10.632514953613281
mps-uncap,0.7,30.208110809326172,3.2660961151123047,10.823249816894531
mps-uncap,0.1,31.551837921142578,3.9424896240234375,10.90097427368164
mps-uncap,0.2,29.341459274291992,3.3507347106933594,10.728597640991211
mps-uncap,0.3,29.381990432739258,3.2927989959716797,10.67209243774414
mps-uncap,0.4,29.429912567138672,3.276824951171875,10.859489440917969
