mode,load,0_efficientnet_b5-32,1_squeezenet1_0-16,2_vgg11-32
mps-uncap,0.8,120.66793441772461,34.136295318603516,23.991107940673828
mps-uncap,0.9,124.52864646911621,32.91678428649902,22.877216339111328
mps-uncap,1.0,124.31526184082031,34.37972068786621,25.280475616455078
mps-uncap,0.5,110.77380180358887,28.994321823120117,23.151874542236328
mps-uncap,0.6,119.29440498352051,30.07984161376953,23.33831787109375
mps-uncap,0.7,114.57252502441406,35.78519821166992,23.67568016052246
mps-uncap,0.1,77.16703414916992,23.177146911621094,26.37648582458496
mps-uncap,0.2,82.47900009155273,28.690099716186523,22.551298141479492
mps-uncap,0.3,90.52395820617676,26.90410614013672,21.839618682861328
mps-uncap,0.4,117.94543266296387,37.25075721740723,30.9903621673584
