mode,load,0_efficientnet_b5-32,1_squeezenet1_0-16,2_vgg11-32
mps-uncap,0.8,29.977798461914062,3.1881332397460938,10.782718658447266
mps-uncap,0.9,34.67750549316406,3.3769607543945312,11.04283332824707
mps-uncap,1.0,48.37203025817871,3.587961196899414,11.50822639465332
mps-uncap,0.5,29.57749366760254,3.2377243041992188,10.753870010375977
mps-uncap,0.6,29.623031616210938,3.105640411376953,10.610103607177734
mps-uncap,0.7,30.179738998413086,3.2498836517333984,10.800361633300781
mps-uncap,0.1,29.99114990234375,3.902435302734375,10.878324508666992
mps-uncap,0.2,29.317140579223633,3.329753875732422,10.703563690185547
mps-uncap,0.3,29.357433319091797,3.2548904418945312,10.644674301147461
mps-uncap,0.4,29.386281967163086,3.253936767578125,10.648727416992188
