mode,load,0_efficientnet_b5-32,1_squeezenet1_0-16,2_vgg11-32
mps-uncap,0.8,648.9713191986084,262.89892196655273,277.62436866760254
mps-uncap,0.9,767.8828239440918,433.17198753356934,627.1584033966064
mps-uncap,1.0,2372.7591037750244,1123.6259937286377,7482.079982757568
mps-uncap,0.5,196.85983657836914,58.74013900756836,65.36054611206055
mps-uncap,0.6,355.69286346435547,68.34149360656738,111.16290092468262
mps-uncap,0.7,356.2192916870117,125.23674964904785,145.5237865447998
mps-uncap,0.1,81.94994926452637,23.232221603393555,35.54224967956543
mps-uncap,0.2,90.30342102050781,44.310569763183594,46.79298400878906
mps-uncap,0.3,111.63949966430664,55.04417419433594,53.61509323120117
mps-uncap,0.4,154.7987461090088,69.34595108032227,72.08847999572754
