mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,0.6678104400634766,3.511667251586914,14.670610427856445
mps-uncap,0.9,0.6773471832275391,3.5347938537597656,14.718294143676758
mps-uncap,1.0,0.6887912750244141,3.830432891845703,17.062664031982422
mps-uncap,0.5,0.6742477416992188,3.522634506225586,14.572381973266602
mps-uncap,0.6,0.6742477416992188,3.5212039947509766,14.593362808227539
mps-uncap,0.7,0.6704330444335938,3.5445690155029297,14.616012573242188
mps-uncap,0.1,0.67901611328125,3.502368927001953,14.527320861816406
mps-uncap,0.2,0.6744861602783203,3.518819808959961,14.527082443237305
mps-uncap,0.3,0.6709098815917969,3.516674041748047,14.563560485839844
mps-uncap,0.4,0.6742477416992188,3.515958786010742,14.567375183105469
