mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,7.69805908203125,16.867399215698242,32.05513954162598
mps-uncap,0.9,11.444568634033203,25.39515495300293,49.58796501159668
mps-uncap,1.0,398.5384702682495,721.6440439224243,730.9787273406982
mps-uncap,0.5,1.3633966445922852,4.975795745849609,16.88981056213379
mps-uncap,0.6,2.0759105682373047,8.648872375488281,17.614006996154785
mps-uncap,0.7,4.452347755432129,12.486934661865234,23.046493530273438
mps-uncap,0.1,1.2862682342529297,3.6509037017822266,14.673948287963867
mps-uncap,0.2,1.2407302856445312,3.676295280456543,14.843225479125977
mps-uncap,0.3,1.2524127960205078,3.6895275115966797,15.078902244567871
mps-uncap,0.4,1.2519359588623047,3.9315223693847656,16.30580425262451
