mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,81.97641372680664,137.07447052001953,216.36509895324707
mps-uncap,0.9,171.30804061889648,327.97765731811523,304.46696281433105
mps-uncap,1.0,983.1335544586182,1421.1745262145996,1362.4775409698486
mps-uncap,0.5,25.16770362854004,77.99911499023438,84.74278450012207
mps-uncap,0.6,32.688140869140625,82.0932388305664,137.28952407836914
mps-uncap,0.7,37.92905807495117,113.64388465881348,117.85888671875
mps-uncap,0.1,13.14687728881836,17.059326171875,35.620927810668945
mps-uncap,0.2,13.718843460083008,36.88931465148926,38.82479667663574
mps-uncap,0.3,27.02784538269043,33.25009346008301,49.039602279663086
mps-uncap,0.4,22.5522518157959,44.486284255981445,75.19769668579102
