mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,2.568483352661133,14.470100402832031,17.337322235107422
mps-uncap,0.9,3.213644027709961,17.493724822998047,18.085718154907227
mps-uncap,1.0,3.537416458129883,18.528223037719727,18.526792526245117
mps-uncap,0.5,1.1769533157348633,3.903508186340332,15.405893325805664
mps-uncap,0.6,1.227736473083496,4.234194755554199,15.939712524414062
mps-uncap,0.7,1.877903938293457,9.025812149047852,16.5480375289917
mps-uncap,0.1,1.2314319610595703,3.5905838012695312,14.606714248657227
mps-uncap,0.2,1.180410385131836,3.6096572875976562,14.663100242614746
mps-uncap,0.3,1.1835098266601562,3.6144256591796875,14.873266220092773
mps-uncap,0.4,1.1756420135498047,3.7102699279785156,15.120625495910645
