mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,13.812685012817383,20.05777359008789,18.91942024230957
mps-uncap,0.9,13.995084762573242,20.725488662719727,19.08597469329834
mps-uncap,1.0,14.483115673065187,19.035310745239258,19.046130180358887
mps-uncap,0.5,12.59334564208987,18.285951614379883,18.235187530517578
mps-uncap,0.6,12.812135219573978,18.684802055358887,18.43616247177124
mps-uncap,0.7,13.196513652801515,19.529972076416016,18.569488525390625
mps-uncap,0.1,9.59611415863037,15.97858905792238,16.701459884643555
mps-uncap,0.2,10.291862487792972,16.851379871368408,16.865906715393066
mps-uncap,0.3,11.156177520751953,17.37529754638672,17.160301208496094
mps-uncap,0.4,11.735568046569817,17.61174201965332,17.62615203857422
