mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,46.15581035614009,98.19626808166493,166.56817436218265
mps-uncap,0.9,58.6425256729126,256.35418891906767,267.1176290512085
mps-uncap,1.0,948.5458445549011,1363.3068752288823,1296.3322830200195
mps-uncap,0.5,15.366339683532736,41.75630092620852,67.44262695312497
mps-uncap,0.6,19.33203458786011,46.39659881591797,83.87163877487183
mps-uncap,0.7,23.798069953918457,60.00354290008541,94.66477870941178
mps-uncap,0.1,9.646286964416502,16.022949218750018,25.10589599609375
mps-uncap,0.2,10.672264099121094,17.002742290496826,32.531788349151554
mps-uncap,0.3,12.561511993408176,21.642789840698157,38.73320341110228
mps-uncap,0.4,14.418773651123047,29.796915054321282,47.725970745086656
