mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,0.6856918334960938,0.0591278076171875,14.906644821166992
mps-uncap,0.9,5.650520324707031,10.509014129638672,31.824111938476562
mps-uncap,1.0,392.07184314727783,703.143835067749,712.5036716461182
mps-uncap,0.5,0.042438507080078125,0.04756450653076172,0.05698204040527344
mps-uncap,0.6,0.04363059997558594,0.047206878662109375,0.4292726516723633
mps-uncap,0.7,0.04291534423828125,0.04649162292480469,6.627678871154785
mps-uncap,0.1,0.05125999450683594,0.05817413330078125,0.06008148193359375
mps-uncap,0.2,0.047206878662109375,0.05817413330078125,0.05817413330078125
mps-uncap,0.3,0.04744529724121094,0.05245208740234375,0.05602836608886719
mps-uncap,0.4,0.04458427429199219,0.049114227294921875,0.050902366638183594
