mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,14.838695526123047,22.933483123779297,20.763635635375977
mps-uncap,0.9,15.212297439575195,23.47278594970703,21.05093002319336
mps-uncap,1.0,15.804529190063477,21.062374114990234,20.403623580932617
mps-uncap,0.5,15.34891128540039,18.959522247314453,18.73159408569336
mps-uncap,0.6,14.183998107910156,20.4012393951416,18.848896026611328
mps-uncap,0.7,14.454364776611328,20.897388458251953,19.0126895904541
mps-uncap,0.1,13.123035430908203,17.02094078063965,16.986846923828125
mps-uncap,0.2,13.693809509277344,17.368793487548828,17.95792579650879
mps-uncap,0.3,13.715744018554688,17.947912216186523,17.67134666442871
mps-uncap,0.4,14.215469360351562,18.497943878173828,18.581390380859375
