mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,0.008821487426757812,0.009059906005859375,0.012159347534179688
mps-uncap,0.9,0.008821487426757812,0.01049041748046875,0.011682510375976562
mps-uncap,1.0,0.008106231689453125,0.0133514404296875,0.016927719116210938
mps-uncap,0.5,0.00858306884765625,0.011205673217773438,0.011682510375976562
mps-uncap,0.6,0.0095367431640625,0.00858306884765625,0.011682510375976562
mps-uncap,0.7,0.00858306884765625,0.010251998901367188,0.011682510375976562
mps-uncap,0.1,0.011205673217773438,0.011205673217773438,0.011920928955078125
mps-uncap,0.2,0.010967254638671875,0.010967254638671875,0.020265579223632812
mps-uncap,0.3,0.010251998901367188,0.011682510375976562,0.01239776611328125
mps-uncap,0.4,0.010013580322265625,0.011444091796875,0.011205673217773438
