mode,load,0_alexnet-4,1_squeezenet1_1-32,2_vgg13-32
mps-uncap,0.8,40.37032127380369,81.27841949462885,148.12922477722168
mps-uncap,0.9,52.89413452148424,242.56668090820372,248.80734920501706
mps-uncap,1.0,942.0566391944885,1345.1777172088628,1277.62291431427
mps-uncap,0.5,10.766053199768068,26.539759635925307,51.59230232238768
mps-uncap,0.6,13.54374170303348,31.570036411285404,66.77174329757686
mps-uncap,0.7,19.14512395858766,45.5653953552246,76.37923479080207
mps-uncap,0.1,0.7300472259521471,1.6587162017822297,10.554895401000975
mps-uncap,0.2,4.7129249572753915,6.41112089157104,17.600946426391527
mps-uncap,0.3,8.335304260253876,12.350168228149409,23.140811920165998
mps-uncap,0.4,10.10254859924316,15.993604660034046,31.871356964111307
