mode,load,0_squeezenet1_1-8,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,1.359701156616211,9.88459587097168,3.341197967529297
mps-uncap,0.9,1.3740062713623047,9.881734848022461,3.3168792724609375
mps-uncap,1.0,1.382589340209961,9.958982467651367,3.3714771270751953
mps-uncap,0.5,1.341104507446289,9.853601455688477,3.2982826232910156
mps-uncap,0.6,1.352548599243164,9.85574722290039,3.3109188079833984
mps-uncap,0.7,1.3322830200195312,9.85097885131836,3.3197402954101562
mps-uncap,0.1,1.332998275756836,9.856462478637695,3.3292770385742188
mps-uncap,0.2,1.3611316680908203,9.853124618530273,3.2939910888671875
mps-uncap,0.3,1.3301372528076172,9.824991226196289,3.3054351806640625
mps-uncap,0.4,1.3327598571777344,9.827136993408203,3.299713134765625
