mode,load,0_squeezenet1_1-8,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,485.2686571495171,1987.6357615883476,199.59473492790517
mps-uncap,0.9,549.7129818703442,2160.4576214558524,224.38965939561032
mps-uncap,1.0,618.4461926288775,2403.1488536898455,237.5622327088662
mps-uncap,0.5,317.452159730183,1222.7824443279103,125.68798762980816
mps-uncap,0.6,348.62606433765296,1487.8135006874309,146.08481551862718
mps-uncap,0.7,436.7594783096143,1718.6254358833778,177.13258679938363
mps-uncap,0.1,62.31826790483591,227.9481070576824,25.030743628162384
mps-uncap,0.2,124.8245611322736,488.3292269623808,49.69380049226796
mps-uncap,0.3,193.06565060928915,777.4148994374278,74.6872605364569
mps-uncap,0.4,242.30930450560518,971.8421832941889,101.22831637935033
