mode,load,0_squeezenet1_1-8,1_vgg11-32,2_vgg19-4
mps-uncap,0.8,1.3396739959716797,9.844064712524414,3.3004283905029297
mps-uncap,0.9,1.3256072998046875,9.869813919067383,3.2978057861328125
mps-uncap,1.0,1.3492107391357422,9.9334716796875,3.3235549926757812
mps-uncap,0.5,1.3153553009033203,9.839057922363281,3.287792205810547
mps-uncap,0.6,1.340627670288086,9.844064712524414,3.2935142517089844
mps-uncap,0.7,1.3184547424316406,9.826898574829102,3.2935142517089844
mps-uncap,0.1,1.321554183959961,9.80830192565918,3.298521041870117
mps-uncap,0.2,1.3403892517089844,9.815692901611328,3.2830238342285156
mps-uncap,0.3,1.3191699981689453,9.801387786865234,3.2944679260253906
mps-uncap,0.4,1.313924789428711,9.811878204345703,3.281831741333008
