mode,load,0_vgg13-32,1_inception_v3-16,2_resnet18-4
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0057220458984375
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
