mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,67.78595209121704,25.825023651123047,25.859267711639404,21.87094211578369
