mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,65.6235933303833,24.98958110809326,24.97730255126953,19.4399356842041
