mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,61.24675273895264,18.21267604827881,18.208742141723633,12.57777214050293
