mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,58.18915367126465,14.18161392211914,14.063596725463867,4.281044006347656
