mode,load,0_efficientnet_b5-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-4
mps-uncap,1.0,515.798887316847,1656.89097646613,1656.8843771870686,316.2541115694584
