mode,load,0_resnet101-32,1_squeezenet1_0-2,2_vgg16-2
mps-uncap,0.6,25.03359317779541,1.8665790557861328,2.889871597290039
mig,0.6,40.4970645904541,1.7790794372558594,6.690382957458496
mps-uncap,0.7,25.51591396331787,1.8384456634521484,2.948760986328125
mig,0.7,40.488243103027344,1.7762184143066406,6.692171096801758
mps-uncap,0.8,26.23915672302246,1.917719841003418,3.2047033309936523
mig,0.8,40.53175449371338,1.7650127410888672,6.721258163452148
mps-uncap,0.9,27.106523513793945,2.075314521789551,4.414916038513184
mig,0.9,40.75813293457031,1.7805099487304688,6.76417350769043
mps-uncap,1.0,27.958035469055176,2.248048782348633,4.627823829650879
mig,1.0,41.02754592895508,1.772165298461914,6.802797317504883
mps-uncap,1.1,29.026389122009277,2.880096435546875,4.846334457397461
mig,1.1,41.092872619628906,1.7545223236083984,6.814241409301758
mps-uncap,1.2,29.45089340209961,4.553079605102539,4.991054534912109
mig,1.2,41.074275970458984,1.7828941345214844,6.814241409301758
mps-uncap,1.3,29.613971710205078,4.811763763427734,5.084753036499023
mig,1.3,41.00453853607178,1.7905235290527344,6.810665130615234
