mode,load,0_resnet101-32,1_squeezenet1_0-2,2_vgg16-2
mps-uncap,0.6,20.15376091003418,1.7299652099609375,2.053976058959961
mig,0.6,39.849042892456055,1.7313957214355469,6.618022918701172
mps-uncap,0.7,20.958900451660156,1.7249584197998047,2.061605453491211
mig,0.7,39.83592987060547,1.7304420471191406,6.623506546020508
mps-uncap,0.8,21.30722999572754,1.7764568328857422,2.0787715911865234
mig,0.8,39.690494537353516,1.726388931274414,6.628513336181641
mps-uncap,0.9,21.258831024169922,2.014636993408203,2.3736953735351562
mig,0.9,39.8714542388916,1.7426013946533203,6.6432952880859375
mps-uncap,1.0,21.39139175415039,2.391815185546875,2.260923385620117
mig,1.0,40.009498596191406,1.741170883178711,6.6547393798828125
mps-uncap,1.1,21.42167091369629,2.1288394927978516,2.3899078369140625
mig,1.1,40.287017822265625,1.8410682678222656,6.674051284790039
mps-uncap,1.2,21.62957191467285,2.0732879638671875,2.440929412841797
mig,1.2,40.26532173156738,1.771688461303711,6.633758544921875
mps-uncap,1.3,25.078296661376953,2.7437210083007812,2.4302005767822266
mig,1.3,40.16375541687012,1.7886161804199219,6.680011749267578
