mode,load,0_resnet101-32,1_squeezenet1_0-2,2_vgg16-2
mps-uncap,0.6,84.80119705200195,159.75308418273926,23.37336540222168
mig,0.6,196.0303783416748,16.179323196411133,65.38891792297363
mps-uncap,0.7,144.28305625915527,325.87647438049316,33.04100036621094
mig,0.7,332.8979015350342,16.758441925048828,89.50352668762207
mps-uncap,0.8,136.08455657958984,13954.94031906128,36.85355186462402
mig,0.8,531.1856269836426,27.59075164794922,84.84053611755371
mps-uncap,0.9,149.1715908050537,28315.88363647461,57.364463806152344
mig,0.9,646.0599899291992,41.29528999328613,162.8105640411377
mps-uncap,1.0,222.18036651611328,39088.149547576904,77.50463485717773
mig,1.0,3704.93483543396,198.09961318969727,783.4384441375732
mps-uncap,1.1,277.21285820007324,49897.27830886841,128.88050079345703
mig,1.1,8611.096620559692,5572.940826416016,8147.120714187622
mps-uncap,1.2,474.23386573791504,60370.99647521973,278.0778408050537
mig,1.2,13446.078062057495,13940.966844558716,14333.815336227417
mps-uncap,1.3,1110.0573539733887,66081.85815811157,1571.8746185302734
mig,1.3,23860.471963882446,19965.909957885742,18689.472675323486
