mode,load,0_efficientnet_b5-16,1_densenet201-16,2_efficientnet_b5-2
mps-uncap,1.0,35.22348403930664,54.81600761413574,37.23931312561035
mig,1.0,41.83626174926758,54.230451583862305,23.0257511138916
