mode,load,0_efficientnet_b5-16,1_densenet201-16,2_efficientnet_b5-2
mps-uncap,1.0,650.6343713994519,391.10688846215675,81.37860059180078
mig,1.0,500.9967559777927,351.3803834991042,132.74683931829816
