mode,load,0_efficientnet_b5-16,1_densenet201-16,2_efficientnet_b5-2
mps-uncap,1.0,24.809956550598145,41.62871837615967,24.697065353393555
mig,1.0,31.824111938476562,45.39656639099121,14.9993896484375
