mode,load,0_densenet169-4,1_mobilenet_v2-8,2_resnet18-4
mps-uncap,0.8,9.76872444152832,2.1736621856689453,1.1305809020996094
mps-uncap,0.9,9.513139724731445,2.183675765991211,1.117706298828125
mps-uncap,1.0,9.82666015625,2.1719932556152344,1.1212825775146484
mps-uncap,0.5,9.535074234008789,2.191781997680664,1.1188983917236328
mps-uncap,0.6,9.612321853637695,2.199888229370117,1.1227130889892578
mps-uncap,0.7,9.593009948730469,2.1674633026123047,1.1315345764160156
mps-uncap,0.1,9.565353393554688,2.176523208618164,1.1355876922607422
mps-uncap,0.2,9.973526000976562,2.187490463256836,1.1360645294189453
mps-uncap,0.3,9.893178939819336,2.170562744140625,1.1241436004638672
mps-uncap,0.4,9.807586669921875,2.1626949310302734,1.13677978515625
