mode,load,0_densenet169-4,1_mobilenet_v2-8,2_resnet18-4
mps-uncap,0.8,73.58688116073608,20.57806968688965,15.954375267028809
mps-uncap,0.9,136.90736770629874,33.597021102905245,19.12964344024657
mps-uncap,1.0,649.4361591339109,176.79316520690904,74.3831014633179
mps-uncap,0.5,38.76418113708495,14.393157958984386,9.792718887329109
mps-uncap,0.6,44.38959121704106,13.832559585571262,9.557914733886715
mps-uncap,0.7,51.84000015258788,14.038195610046387,9.911000728607178
mps-uncap,0.1,40.805473327636726,12.229249477386473,5.329103469848632
mps-uncap,0.2,42.443132400512695,15.831279754638665,7.3872661590576145
mps-uncap,0.3,41.22395515441894,18.966674804687493,9.542903900146507
mps-uncap,0.4,36.23990297317501,15.5862450599671,10.825514793395985
