mode,load,0_densenet169-4,1_mobilenet_v2-8,2_resnet18-4
mps-uncap,0.8,16.69490337371826,4.760026931762695,2.6514530181884766
mps-uncap,0.9,27.863264083862305,6.7909955978393555,3.849506378173828
mps-uncap,1.0,176.86057090759277,42.01102256774902,14.473676681518555
mps-uncap,0.5,13.303518295288086,3.9131641387939453,2.7971267700195312
mps-uncap,0.6,13.262748718261719,3.484010696411133,2.5169849395751953
mps-uncap,0.7,14.10818099975586,3.5941600799560547,2.2847652435302734
mps-uncap,0.1,23.006439208984375,5.571603775024414,2.8655529022216797
mps-uncap,0.2,18.05567741394043,5.557775497436523,2.894878387451172
mps-uncap,0.3,17.408370971679688,5.523920059204102,2.9990673065185547
mps-uncap,0.4,15.397071838378906,4.623770713806152,2.936840057373047
