mode,load,0_densenet169-4,1_mobilenet_v2-8,2_resnet18-4
mps-uncap,0.8,60.249733924865694,17.847776412963867,14.04106616973877
mps-uncap,0.9,124.05508518218973,30.902922153472865,17.144069671630856
mps-uncap,1.0,636.0081148147583,174.1308021545407,72.38086938858035
mps-uncap,0.5,26.8473434448242,11.480846405029304,7.581062316894538
mps-uncap,0.6,33.09483528137214,11.07964515686034,7.527041435241698
mps-uncap,0.7,40.64964294433593,11.569948196411096,8.121252059936523
mps-uncap,0.1,19.616470336914087,7.0562005043029785,2.696356773376463
mps-uncap,0.2,25.06191730499268,10.804662704467768,4.679064750671385
mps-uncap,0.3,28.025436401367184,14.78725433349609,6.902742385864264
mps-uncap,0.4,24.11642789840697,12.201535701751716,8.371155261993398
