mode,load,0_densenet169-4,1_mobilenet_v2-8,2_resnet18-4
mps-uncap,0.8,16.701936721801758,3.2704639434814453,2.436995506286621
mps-uncap,0.9,14.676814079284668,3.086962699890136,2.465357780456543
mps-uncap,1.0,14.855790138244629,3.0874633789062496,2.485513687133789
mps-uncap,0.5,17.86820411682129,5.063610076904297,3.040733337402344
mps-uncap,0.6,17.476892471313477,3.9916992187499996,2.8112769126892085
mps-uncap,0.7,15.311956405639648,3.727655410766601,2.4595260620117188
mps-uncap,0.1,24.444856643676758,6.202716827392578,3.293428421020508
mps-uncap,0.2,25.849437713623065,6.314020156860352,3.3359527587890625
mps-uncap,0.3,23.92220497131346,6.348724365234375,3.3198738098144536
mps-uncap,0.4,18.370051383972164,5.645072460174567,3.259544372558593
