mode,load,0_densenet161-32,1_efficientnet_b6-2,2_vgg19-2
mps-uncap,0.8,41.18704795837402,26.534557342529297,4.560351371765137
mps-uncap,0.9,43.99406909942627,27.642011642456055,4.897713661193848
mps-uncap,1.0,44.67189311981201,34.00421142578125,5.361080169677734
mps-uncap,0.5,35.62021255493164,17.21787452697754,2.6973485946655273
mps-uncap,0.6,36.77833080291748,17.35854148864746,3.3652782440185547
mps-uncap,0.7,38.48981857299805,21.187901496887207,4.103183746337891
mps-uncap,0.1,30.81345558166504,23.449182510375977,2.4809837341308594
mps-uncap,0.2,31.902194023132324,18.295884132385254,2.44295597076416
mps-uncap,0.3,33.00809860229492,18.187761306762695,2.458333969116211
mps-uncap,0.4,34.00111198425293,17.487168312072754,2.4759769439697266
