mode,load,0_densenet161-32,1_efficientnet_b6-2,2_vgg19-2
mps-uncap,0.8,45.47986030578613,37.167596817016594,11.513760089874266
mps-uncap,0.9,46.60261154174805,35.28756141662598,11.548042297363285
mps-uncap,1.0,46.086053848266594,37.8768253326416,12.000408172607418
mps-uncap,0.5,43.37295293807984,32.090206146240234,10.590863227844213
mps-uncap,0.6,43.9659571647644,35.12380599975585,10.961656570434572
mps-uncap,0.7,44.747376441955566,35.69502353668213,11.100883483886715
mps-uncap,0.1,35.58863639831544,28.069055080413804,9.41387176513672
mps-uncap,0.2,36.015846729278564,30.130109786987305,9.107058048248287
mps-uncap,0.3,39.19553756713867,33.26467514038086,9.972620010375994
mps-uncap,0.4,40.73002815246582,31.826043128967285,10.078840255737298
