mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,9.688138961791992,6.501436233520508,9.186029434204102
mps-uncap,0.9,9.773492813110352,6.4220428466796875,9.222984313964844
mps-uncap,1.0,9.55963134765625,6.535530090332031,9.24062728881836
mps-uncap,0.5,9.864091873168945,6.457328796386719,9.182929992675781
mps-uncap,0.6,9.75489616394043,6.464481353759766,9.183883666992188
mps-uncap,0.7,9.728670120239258,6.501913070678711,9.218454360961914
mps-uncap,0.1,10.568857192993164,6.514787673950195,9.198427200317383
mps-uncap,0.2,10.114908218383789,6.440162658691406,9.180784225463867
mps-uncap,0.3,9.829282760620117,6.499767303466797,9.197473526000977
mps-uncap,0.4,9.622335433959961,6.454944610595703,9.18126106262207
