mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,38.37883472442627,29.60991859436035,17.859935760498047
mps-uncap,0.9,50.33838748931885,39.6270751953125,27.985334396362305
mps-uncap,1.0,552.2260665893555,371.2496757507324,158.33139419555664
mps-uncap,0.5,19.437432289123535,14.571905136108398,10.097503662109375
mps-uncap,0.6,20.83897590637207,15.671730041503906,10.857582092285156
mps-uncap,0.7,24.76036548614502,22.255659103393555,15.06948471069336
mps-uncap,0.1,23.9410400390625,12.018203735351562,9.386301040649414
mps-uncap,0.2,24.390578269958496,12.575387954711914,9.377002716064453
mps-uncap,0.3,23.639440536499023,12.661933898925781,9.421825408935547
mps-uncap,0.4,20.202994346618652,13.528108596801758,9.692192077636719
