mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,25.336742401123047,22.19080924987793,10.071754455566406
mps-uncap,0.9,37.46533393859863,32.46486186981201,10.53166389465332
mps-uncap,1.0,56.7401647567749,37.58847713470459,10.882377624511719
mps-uncap,0.5,18.050432205200195,12.970685958862305,9.396910667419434
mps-uncap,0.6,18.187284469604492,13.778209686279297,9.605169296264648
mps-uncap,0.7,19.339323043823242,15.862703323364258,9.909749031066895
mps-uncap,0.1,23.679733276367188,11.95383071899414,9.32002067565918
mps-uncap,0.2,23.987412452697754,12.473344802856445,9.302139282226562
mps-uncap,0.3,22.874116897583008,12.552499771118164,9.317159652709961
mps-uncap,0.4,18.17023754119873,12.720108032226562,9.319782257080078
