mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,50.76851844787598,33.98251533508301,11.085987091064453
mps-uncap,0.9,52.788734436035156,37.540316581726074,11.46392822265625
mps-uncap,1.0,61.02919578552246,40.47822952270508,11.630535125732422
mps-uncap,0.5,32.726716995239265,25.184488296508793,10.411620140075684
mps-uncap,0.6,38.87977600097657,30.822467803955078,10.662317276000977
mps-uncap,0.7,46.09699249267579,33.45494270324707,11.03358268737793
mps-uncap,0.1,25.554609298706055,13.89427185058594,9.408807754516602
mps-uncap,0.2,26.723623275756836,17.121553421020508,9.750890731811523
mps-uncap,0.3,28.355836868286133,18.370914459228516,9.961414337158203
mps-uncap,0.4,29.29842472076416,22.981977462768555,10.222482681274414
