mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,196.42329216003418,139.03069496154785,143.26167106628418
mps-uncap,0.9,338.53840827941895,326.2007236480713,189.36395645141602
mps-uncap,1.0,2038.8684272766113,1196.5868473052979,579.6084403991699
mps-uncap,0.5,90.34371376037598,59.3719482421875,47.141075134277344
mps-uncap,0.6,132.14778900146484,95.81351280212402,90.71087837219238
mps-uncap,0.7,172.8196144104004,150.66957473754883,97.46217727661133
mps-uncap,0.1,45.58300971984863,27.619123458862305,18.320798873901367
mps-uncap,0.2,46.90217971801758,25.10380744934082,32.03177452087402
mps-uncap,0.3,52.38461494445801,59.8149299621582,32.991647720336914
mps-uncap,0.4,71.54679298400879,54.32534217834473,41.21208190917969
