mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,60.645341873168945,38.1162166595459,12.370824813842773
mps-uncap,0.9,56.05292320251465,42.299747467041016,12.639522552490234
mps-uncap,1.0,64.58592414855957,43.94936561584473,14.499425888061523
mps-uncap,0.5,50.38857460021973,37.76836395263672,11.930704116821289
mps-uncap,0.6,56.80537223815918,37.53495216369629,12.28022575378418
mps-uncap,0.7,59.526920318603516,37.9178524017334,12.464284896850586
mps-uncap,0.1,28.72920036315918,27.559757232666016,11.255979537963867
mps-uncap,0.2,33.75816345214844,24.704694747924805,11.779069900512695
mps-uncap,0.3,41.78285598754883,32.42611885070801,11.690855026245117
mps-uncap,0.4,50.18806457519531,38.53344917297363,11.928558349609375
