mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,62.52925833600954,320.43570273260536,1149.8677449760803
mps-uncap,0.9,65.0779414365385,375.7692878406296,1240.117359431855
mps-uncap,1.0,74.15422291765847,400.9126836859383,1406.4960429768469
mps-uncap,0.5,34.80290207568962,218.60316894414018,677.9128517600568
mps-uncap,0.6,45.356016200627316,240.4340635108228,814.8190939097072
mps-uncap,0.7,52.410314125133056,294.71619061430744,993.2191467374955
mps-uncap,0.1,7.871647154288394,38.056331113226754,139.0828295363112
mps-uncap,0.2,14.419223171399215,82.17317875061798,278.0209012304182
mps-uncap,0.3,22.1646193955147,116.56154671001933,414.7441373038705
mps-uncap,0.4,30.708208650545938,159.24777562368493,572.5878049337837
