mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,88.5331392288208,59.55934524536133,45.60241699218752
mps-uncap,0.9,126.98781490325928,124.07410144805908,83.56761932373047
mps-uncap,1.0,1291.6123151779175,781.5948963165287,440.6088829040527
mps-uncap,0.5,38.85047435760498,30.36067485809327,20.180821418762207
mps-uncap,0.6,44.81096267700196,32.74741172790527,24.966287612915043
mps-uncap,0.7,57.774686813354506,46.57669067382813,34.95230674743654
mps-uncap,0.1,26.98965072631836,13.950109481811525,9.87401008605957
mps-uncap,0.2,27.335906028747562,17.732334136962894,13.055849075317386
mps-uncap,0.3,30.340003967285156,22.63312339782715,16.2499189376831
mps-uncap,0.4,32.543301582336426,27.049207687377926,18.56236457824707
