mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,167.7725315093994,104.35271263122559,132.59291648864746
mps-uncap,0.9,291.98765754699707,289.88027572631836,177.58488655090332
mps-uncap,1.0,2023.0262279510498,1159.6012115478516,568.0575370788574
mps-uncap,0.5,79.3766975402832,39.80112075805664,37.518978118896484
mps-uncap,0.6,109.14468765258789,63.93027305603027,80.59144020080566
mps-uncap,0.7,126.74164772033691,120.53537368774414,86.55023574829102
mps-uncap,0.1,23.31686019897461,0.1068115234375,9.087562561035156
mps-uncap,0.2,24.512052536010742,13.263225555419922,22.299528121948242
mps-uncap,0.3,29.721975326538086,37.58978843688965,22.591590881347656
mps-uncap,0.4,61.589956283569336,34.54113006591797,31.813859939575195
