mode,load,0_densenet169-4,1_inception_v3-16,2_vgg16-16
mps-uncap,0.8,0.012874603271484375,0.012159347534179688,0.010967254638671875
mps-uncap,0.9,0.011920928955078125,0.012159347534179688,0.010967254638671875
mps-uncap,1.0,0.012159347534179688,0.012874603271484375,0.010013580322265625
mps-uncap,0.5,0.012159347534179688,0.01239776611328125,0.01049041748046875
mps-uncap,0.6,0.012636184692382812,0.012159347534179688,0.009775161743164062
mps-uncap,0.7,0.01239776611328125,0.011920928955078125,0.010728836059570312
mps-uncap,0.1,0.02574920654296875,0.02288818359375,0.012874603271484375
mps-uncap,0.2,0.02384185791015625,0.021696090698242188,0.01239776611328125
mps-uncap,0.3,0.014543533325195312,0.018358230590820312,0.01239776611328125
mps-uncap,0.4,0.013828277587890625,0.011920928955078125,0.011444091796875
