mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,130.08665561676008,291.53582572936944,126.37467384338377
mps-uncap,0.9,163.32202672958374,3381.779990196228,2612.3093128204346
mps-uncap,1.0,3332.8955888748173,3918.8215732574463,10132.370204925535
mps-uncap,0.5,34.03344154357905,78.21985483169553,29.809870719909664
mps-uncap,0.6,40.241918563842724,89.14229154586789,44.537210464477454
mps-uncap,0.7,70.58955430984503,169.17982101440433,48.48099231719973
mps-uncap,0.1,20.000884532928456,22.209990024566668,9.740858078002933
mps-uncap,0.2,23.69681596755982,29.439079761505106,13.681485652923584
mps-uncap,0.3,26.213035583496094,28.632287979125955,18.031501770019545
mps-uncap,0.4,28.277282714843754,56.28426074981691,22.801809310913086
