mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,18.927812576293945,32.96184539794922,8.924484252929688
mps-uncap,0.9,17.641425132751465,38.67030143737793,9.15670394897461
mps-uncap,1.0,21.77727222442627,35.446882247924805,9.521007537841797
mps-uncap,0.5,13.506650924682617,25.98404884338379,8.010625839233398
mps-uncap,0.6,13.749361038208008,28.00297737121582,8.264541625976562
mps-uncap,0.7,14.211893081665039,31.201601028442383,8.538961410522461
mps-uncap,0.1,21.597623825073242,24.5589017868042,9.579896926879883
mps-uncap,0.2,17.61937141418457,23.929357528686523,8.928775787353516
mps-uncap,0.3,14.38593864440918,24.271726608276367,8.55112075805664
mps-uncap,0.4,14.11128044128418,23.85687828063965,8.067727088928223
