mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,11.818647384643555,21.476268768310547,6.08372688293457
mps-uncap,0.9,12.748003005981445,23.786544799804688,6.501674652099609
mps-uncap,1.0,17.748117446899414,26.77154541015625,7.829189300537109
mps-uncap,0.5,11.675834655761719,21.27242088317871,5.904436111450195
mps-uncap,0.6,11.741876602172852,21.11196517944336,5.948781967163086
mps-uncap,0.7,11.786937713623047,21.347999572753906,5.9108734130859375
mps-uncap,0.1,12.720823287963867,21.724224090576172,6.771326065063477
mps-uncap,0.2,12.064218521118164,21.10433578491211,5.918025970458984
mps-uncap,0.3,11.808633804321289,21.332502365112305,5.925655364990234
mps-uncap,0.4,11.903047561645508,20.9658145904541,5.943536758422852
