mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,87.71452903747561,147.09916114807126,95.64089775085449
mps-uncap,0.9,107.76555538177487,2970.986032485962,2276.6347408294682
mps-uncap,1.0,3194.6324586868286,3520.534038543701,9263.511180877686
mps-uncap,0.5,28.805136680603027,59.46075916290283,21.66464328765869
mps-uncap,0.6,30.82146644592286,71.07467651367188,27.863264083862305
mps-uncap,0.7,46.314239501953125,122.57242202758793,34.90691184997558
mps-uncap,0.1,28.047871589660645,38.672566413879395,12.664914131164549
mps-uncap,0.2,26.842880249023434,36.826539039611816,14.8425817489624
mps-uncap,0.3,25.041580200195323,37.978601455688484,15.567922592163088
mps-uncap,0.4,27.25520133972168,46.193599700927734,18.168544769287113
