mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,23.29478263854981,36.142539978027344,11.434555053710938
mps-uncap,0.9,20.245790481567383,39.745378494262695,11.702919006347656
mps-uncap,1.0,24.309992790222168,37.428855895996094,11.759757995605469
mps-uncap,0.5,17.186641693115234,35.576820373535156,10.762381553649904
mps-uncap,0.6,17.763566970825195,37.03956604003906,10.844707489013672
mps-uncap,0.7,18.763065338134766,38.187694549560554,11.070585250854492
mps-uncap,0.1,27.476453781127926,38.38801383972168,10.916972160339355
mps-uncap,0.2,22.06110954284668,28.7015438079834,10.10162830352783
mps-uncap,0.3,21.19293212890625,28.981542587280273,10.563945770263672
mps-uncap,0.4,19.5094108581543,29.898929595947266,10.595083236694336
