mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,0.011920928955078125,0.011920928955078125,0.009775161743164062
mps-uncap,0.9,0.010251998901367188,0.01239776611328125,0.012636184692382812
mps-uncap,1.0,0.012159347534179688,0.013589859008789062,0.016689300537109375
mps-uncap,0.5,0.011682510375976562,0.012636184692382812,0.0095367431640625
mps-uncap,0.6,0.011920928955078125,0.012159347534179688,0.010013580322265625
mps-uncap,0.7,0.011682510375976562,0.012874603271484375,0.009775161743164062
mps-uncap,0.1,0.0152587890625,0.012159347534179688,0.014781951904296875
mps-uncap,0.2,0.012159347534179688,0.01239776611328125,0.011444091796875
mps-uncap,0.3,0.012159347534179688,0.012874603271484375,0.011444091796875
mps-uncap,0.4,0.012159347534179688,0.012159347534179688,0.0095367431640625
