mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,30.53426742553711,38.57159614562988,17.611265182495117
mps-uncap,0.9,24.399995803833008,49.84092712402344,19.038677215576172
mps-uncap,1.0,32.61375427246094,45.97067832946777,21.0268497467041
mps-uncap,0.5,22.823333740234375,42.23990440368652,17.23933219909668
mps-uncap,0.6,24.497270584106445,41.1381721496582,17.39811897277832
mps-uncap,0.7,21.68750762939453,49.08490180969238,20.756006240844727
mps-uncap,0.1,29.480934143066406,49.11375045776367,17.326831817626953
mps-uncap,0.2,29.762983322143555,40.312767028808594,15.028238296508789
mps-uncap,0.3,25.374412536621094,40.12560844421387,18.783092498779297
mps-uncap,0.4,26.46660804748535,36.27157211303711,16.985177993774414
