mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,199.19896125793457,418.5447692871094,174.9565601348877
mps-uncap,0.9,286.3435745239258,3550.0502586364746,2655.4930210113525
mps-uncap,1.0,3444.4899559020996,4074.808120727539,10198.728084564209
mps-uncap,0.5,65.08350372314453,145.88356018066406,56.43153190612793
mps-uncap,0.6,77.80742645263672,171.0193157196045,72.28851318359375
mps-uncap,0.7,135.3006362915039,247.84183502197266,83.45270156860352
mps-uncap,0.1,43.68162155151367,56.691884994506836,31.7232608795166
mps-uncap,0.2,45.65548896789551,64.20636177062988,34.868717193603516
mps-uncap,0.3,54.92234230041504,60.581207275390625,39.78323936462402
mps-uncap,0.4,75.20675659179688,112.4427318572998,46.06986045837402
