mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v2-32
mps-uncap,0.8,25.708212852478027,37.67878532409668,13.219928741455078
mps-uncap,0.9,21.159095764160156,40.61118125915527,12.435932159423828
mps-uncap,1.0,26.01449012756348,38.32087516784668,12.617111206054688
mps-uncap,0.5,20.2272891998291,38.91366720199585,14.056849479675284
mps-uncap,0.6,20.243554115295407,39.53655958175659,13.961029052734368
mps-uncap,0.7,20.746517181396484,40.00896453857422,13.791489601135257
mps-uncap,0.1,28.404083251953125,45.16938924789429,13.95315170288086
mps-uncap,0.2,26.701219081878687,38.45229625701904,13.43107938766479
mps-uncap,0.3,23.446273803710938,37.68397331237791,13.611297607421875
mps-uncap,0.4,23.857598304748564,35.143160820007324,13.46057653427124
