mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_1-4,3_squeezenet1_1-4
mps-uncap,1.0,11.127471923828125,11.195173263549805,8.604278564453125,8.633356094360352
