mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_1-4,3_squeezenet1_1-4
mps-uncap,1.0,10.993003845214844,10.993242263793945,7.839441299438477,7.920980453491211
