mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_1-4,3_squeezenet1_1-4
mps-uncap,1.0,10.537147521972656,10.395288467407227,2.281665802001953,2.3317337036132812
