mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_1-4,3_squeezenet1_1-4
mps-uncap,1.0,12.284517288208008,12.293577194213867,9.604930877685547,9.822845458984375
