mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_squeezenet1_1-4,3_squeezenet1_1-4
mps-uncap,1.0,0.000476837158203125,0.0054836273193359375,0.000476837158203125,0.0007152557373046875
