mode,load,0_resnet152-32,1_efficientnet_b7-2,2_vgg16-8
mps-uncap,1.0,0.00476837158203125,0.0059604644775390625,0.003337860107421875
mig,1.0,0.000476837158203125,0.007152557373046875,0.00095367431640625
